stationId,stationLon,stationLat,capacity,charge_speed_station
2341_ac,121.604221,31.24548,33.0,7.0
2342_ac,121.627877,31.245781,12.0,3.5
2343_ac,121.486564,31.245822,1.0,7.0
2344_ac,121.533595,31.245846,12.0,7.0
2345_ac,121.479659,31.245949,6.0,3.5
2346_ac,121.375995,31.245956,2.0,7.0
2351_ac,121.467858,31.246236,1.0,7.0
2352_ac,121.396476,31.246343,7.0,3.5
2353_ac,121.457589,31.246397,8.0,3.5
2355_ac,121.516814,31.246566,25.0,7.0
2356_ac,121.516814,31.246566,54.0,7.0
2357_ac,121.381565,31.246587,1.0,3.5
2360_ac,121.531179,31.246902,5.0,7.0
2361_ac,121.224809,31.247038,6.0,4.666666666666667
2362_ac,121.552236,31.247111,7.0,7.0
2363_ac,121.227724,31.247211,2.0,7.0
2364_ac,121.562564,31.247213,8.0,3.5
2365_ac,121.446042,31.247216,12.0,3.5
2366_ac,121.339616,31.247425,30.0,7.0
2367_ac,121.425374,31.247449,43.0,7.0
2368_ac,121.451135,31.247472,25.0,7.0
2369_ac,121.467225,31.247605,14.0,3.5
2370_ac,121.399935,31.247726,6.0,7.0
2371_ac,121.517218,31.247836,55.0,7.0
2372_ac,121.676172,31.247876,19.0,7.0
2373_ac,121.510815,31.247955,5.0,7.0
2374_ac,121.416826,31.247993,11.0,7.0
2375_ac,121.416826,31.247993,11.0,7.0
2377_ac,121.48374,31.24806,4.0,5.25
2378_ac,121.483696,31.248064,24.0,3.5
2380_ac,121.520867,31.248104,1.0,7.0
2383_ac,121.311453,31.248266,48.0,7.0
2385_ac,121.447261,31.248389,18.0,7.0
2386_ac,121.520346,31.248393,40.0,7.0
2389_ac,121.387202,31.248987,3.0,7.0
2390_ac,121.594299,31.249011,8.0,7.0
2393_ac,121.372376,31.249079,12.0,3.5
2394_ac,121.423768,31.249112,8.0,7.0
2395_ac,121.425247,31.249176,3.0,7.0
2396_ac,121.141169,31.249211,12.0,7.0
2399_ac,121.367314,31.24958,14.0,7.0
2403_ac,121.420734,31.249777,5.0,7.0
2404_ac,121.33615,31.25001,6.0,3.5
2405_ac,121.326307,31.250029,2.0,7.0
2406_ac,121.323399,31.250045,6.0,7.0
2407_ac,121.598193,31.250072,5.0,7.0
2409_ac,121.494458,31.250226,5.0,3.5
2410_ac,121.550339,31.250231,5.0,3.5
2411_ac,121.600466,31.250324,6.0,7.0
2413_ac,121.4189781,31.25040261,6.0,7.0
2414_ac,121.596961,31.250403,2.0,3.5
2416_ac,121.4206,31.250475,2.0,7.0
2417_ac,121.506337,31.250478,7.0,3.5
2419_ac,121.459284,31.250568,37.0,7.0
2420_ac,121.468949,31.250576,8.0,3.5
2421_ac,121.469877,31.250958,6.0,3.5
2422_ac,121.434069,31.251002,15.0,7.0
2423_ac,121.495299,31.251024,41.0,7.0
2424_ac,121.308984,31.251099,2.0,7.0
2426_ac,121.484803,31.251356,5.0,5.6
2427_ac,121.61782,31.251378,24.0,7.0
2428_ac,121.61782,31.251378,28.0,7.0
2429_ac,121.62626,31.25148,3.0,7.0
2431_ac,121.588019,31.25151,2.0,7.0
2435_ac,121.599545,31.251737,131.0,7.0
2436_ac,121.508998,31.251772,12.0,4.083333333333333
2437_ac,121.599551,31.251929,3.0,3.5
2439_ac,121.46878,31.2521,2.0,3.5
2442_ac,121.334814,31.252203,1.0,7.0
2443_ac,121.589509,31.252213,15.0,3.5
2444_ac,121.587669,31.252227,6.0,3.5
2446_ac,121.365797,31.252428,12.0,3.5
2448_ac,121.554098,31.252744,10.0,7.0
2449_ac,121.600379,31.25284,8.0,3.5
2450_ac,121.465015,31.252928,3.0,3.5
2452_ac,121.507233,31.253324,19.0,7.0
2453_ac,121.234762,31.253354,1.0,3.5
2457_ac,121.497372,31.253864,23.0,7.0
2458_ac,121.559118,31.253907,20.0,3.5
2459_ac,121.604981,31.253927,2.0,7.0
2460_ac,121.582246,31.253934,1.0,7.0
2461_ac,121.619905,31.253959,11.0,3.8181818181818183
2462_ac,121.61405,31.253997,12.0,3.5
2463_ac,121.505144,31.254194,61.0,7.0
2464_ac,121.339156,31.25432,12.0,3.5
2465_ac,121.339156,31.25432,12.0,3.5
2466_ac,121.558473,31.254496,20.0,3.5
2471_ac,121.403526,31.255248,45.0,7.0
2472_ac,121.405739,31.255295,6.0,7.0
2475_ac,121.45214,31.255592,6.0,3.5
2476_ac,121.518952,31.255619,6.0,7.0
2477_ac,121.462154,31.255825,29.0,7.0
2478_ac,121.558742,31.255871,1.0,3.5
2479_ac,121.587577,31.255962,6.0,3.5
2480_ac,121.533291,31.255999,12.0,3.5
2482_ac,121.492037,31.256248,3.0,7.0
2485_ac,121.610494,31.256589,20.0,3.5
2486_ac,121.60083,31.256874,1.0,3.5
2488_ac,121.601066,31.256993,1.0,3.5
2489_ac,121.494395,31.25719,4.0,3.5
2491_ac,121.406784,31.257283,12.0,3.5
2492_ac,121.461304,31.257288,10.0,7.0
2493_ac,121.5183,31.257359,3.0,7.0
2494_ac,121.420353,31.257414,1.0,7.0
2495_ac,121.58061,31.257448,2.0,3.5
2497_ac,121.482507,31.257564,9.0,3.888888888888889
2500_ac,121.365861,31.258548,4.0,7.0
2503_ac,121.572289,31.259984,2.0,7.0
2504_ac,121.397405,31.260069,3.0,7.0
2506_ac,121.532582,31.260169,10.0,3.5
2507_ac,121.596373,31.260353,1.0,7.0
2508_ac,121.473092,31.260409,6.0,7.0
2510_ac,121.561625,31.260512,1.0,7.0
2511_ac,121.39362,31.260519,6.0,3.5
2512_ac,121.63889,31.26081,79.0,7.0
2515_ac,121.495534,31.261046,6.0,3.5
2516_ac,121.438533,31.26108,8.0,7.0
2517_ac,121.50264,31.261166,6.0,3.5
2518_ac,121.342163,31.261257,12.0,3.5
2519_ac,121.536429,31.2613,6.0,3.5
2523_ac,121.6281,31.261815,50.0,7.0
2525_ac,121.665575,31.262017,27.0,7.0
2526_ac,121.522376,31.262143,30.0,7.0
2527_ac,121.509914,31.262213,6.0,3.5
2528_ac,121.359492,31.262298,2.0,7.0
2530_ac,121.597097,31.262359,22.0,3.5
2531_ac,121.521601,31.262505,51.0,7.0
2533_ac,121.59302,31.262791,14.0,3.5
2534_ac,121.616895,31.262852,1.0,7.0
2536_ac,121.636392,31.262998,10.0,7.0
2537_ac,121.623548,31.263,13.0,7.0
2538_ac,121.515528,31.263089,10.0,4.2
2539_ac,121.588281,31.263236,14.0,7.0
2540_ac,121.490435,31.263279,1.0,7.0
2541_ac,121.47571,31.26334,8.0,3.5
2542_ac,121.331769,31.26348,12.0,3.5
2543_ac,121.349249,31.26354,12.0,3.5
2546_ac,121.447801,31.263976,14.0,3.5
2547_ac,121.466199,31.264048,3.0,7.0
2548_ac,121.374926,31.264131,6.0,3.5
2549_ac,121.593141,31.264167,24.0,3.5
2550_ac,121.348335,31.264236,6.0,3.5
2551_ac,121.455469,31.26436,3.0,7.0
2552_ac,121.520344,31.264926,20.0,7.0
2557_ac,121.507371,31.2657,14.0,7.0
2558_ac,121.401094,31.265859,23.0,7.0
2559_ac,121.464608,31.265879,4.0,7.0
2560_ac,121.507383,31.26593,3.0,3.5
2561_ac,121.365235,31.266264,2.0,7.0
2562_ac,121.659258,31.266295,69.0,7.0
2563_ac,121.402046,31.266302,8.0,7.0
2564_ac,121.635078,31.266309,6.0,7.0
2565_ac,121.571815,31.266393,12.0,3.5
2567_ac,121.47652,31.266803,2.0,7.0
2568_ac,121.4294,31.267054,1.0,7.0
2569_ac,121.354935,31.26708,5.0,7.0
2570_ac,121.338146,31.267232,8.0,3.5
2571_ac,121.37744,31.26728,6.0,7.0
2572_ac,121.524872,31.26744,49.0,7.0
2573_ac,121.505641,31.267603,1.0,7.0
2574_ac,121.505905,31.267607,1.0,7.0
2576_ac,121.495282,31.267931,18.0,7.0
2577_ac,121.303278,31.268179,3.0,7.0
2578_ac,121.544064,31.268984,4.0,7.0
2580_ac,121.381148,31.26948,10.0,3.5
2582_ac,121.702052,31.270098,8.0,7.0
2583_ac,121.469826,31.270216,1.0,7.0
2584_ac,121.495576,31.270295,3.0,7.0
2585_ac,121.521747,31.270354,12.0,3.5
2586_ac,121.521532,31.270541,11.0,3.5
2589_ac,121.4916,31.270996,8.0,7.0
2591_ac,121.432535,31.271429,14.0,7.0
2593_ac,121.489722,31.272036,10.0,7.0
2595_ac,121.467307,31.272497,12.0,3.5
2599_ac,121.623642,31.273011,3.0,7.0
2601_ac,121.548217,31.273697,18.0,3.5
2602_ac,121.603031,31.273889,12.0,3.5
2603_ac,121.284121,31.273985,3.0,7.0
2605_ac,121.405356,31.274267,14.0,7.0
2606_ac,121.491442,31.274269,4.0,3.5
2607_ac,121.481799,31.274355,4.0,3.5
2610_ac,121.515615,31.27475,3.0,3.5
2611_ac,121.455096,31.274889,10.0,7.0
2612_ac,121.080012,31.275092,12.0,3.5
2614_ac,121.317032,31.275377,1.0,7.0
2615_ac,121.574354,31.27538,4.0,7.0
2617_ac,121.389631,31.275482,4.0,3.5
2618_ac,121.428764,31.275628,8.0,3.5
2620_ac,121.418866,31.275925,6.0,3.5
2621_ac,121.60617,31.27607,3.0,7.0
2622_ac,121.594005,31.276103,45.0,7.0
2623_ac,121.467915,31.276153,12.0,3.5
2624_ac,121.451457,31.276444,4.0,7.0
2627_ac,121.412902,31.276498,30.0,7.0
2628_ac,121.180109,31.276517,38.0,7.0
2631_ac,121.380765,31.276815,139.0,7.0
2632_ac,121.415489,31.276941,7.0,7.0
2633_ac,121.460964,31.277442,6.0,7.0
2636_ac,121.57946,31.277773,3.0,7.0
2637_ac,121.39047,31.27792,4.0,7.0
2639_ac,121.432737,31.278082,6.0,3.5
2640_ac,121.676513,31.278395,1.0,7.0
2641_ac,121.6092086,31.27841977,56.0,7.0
2642_ac,121.6092086,31.27841977,9.0,7.0
2643_ac,121.526022,31.278626,8.0,7.0
2644_ac,121.675893,31.278626,2.0,7.0
2645_ac,121.200945,31.278649,1.0,7.0
2647_ac,121.439022,31.278927,6.0,3.5
2648_ac,121.677858,31.27902,20.0,7.0
2649_ac,121.519669,31.27925,22.0,7.0
2651_ac,121.467361,31.279457,4.0,7.0
2652_ac,121.580767,31.279584,8.0,3.5
2655_ac,121.580557,31.279843,6.0,3.5
2656_ac,121.526653,31.279854,2.0,7.0
2657_ac,121.510055,31.279889,6.0,7.0
2658_ac,121.42204,31.279991,6.0,7.0
2659_ac,121.525589,31.280014,7.0,7.0
2660_ac,121.137229,31.280091,18.0,3.5
2662_ac,121.519455,31.280231,3.0,7.0
2663_ac,121.402462,31.280272,1.0,3.5
2664_ac,121.526121,31.280359,2.0,7.0
2665_ac,121.577112,31.280569,20.0,3.85
2666_ac,121.522602,31.280877,2.0,7.0
2668_ac,121.556047,31.281056,60.0,7.0
2670_ac,121.232186,31.28108,6.0,7.0
2673_ac,121.514719,31.281412,6.0,7.0
2674_ac,121.600059,31.281451,6.0,3.5
2675_ac,121.481254,31.281466,6.0,7.0
2676_ac,121.579317,31.281794,6.0,3.5
2677_ac,121.57712,31.281949,20.0,3.5
2678_ac,121.584278,31.282145,12.0,3.5
2679_ac,121.523522,31.282232,6.0,7.0
2682_ac,121.611914,31.282832,10.0,7.0
2685_ac,121.545107,31.283201,2.0,7.0
2687_ac,121.514719,31.283297,5.0,7.0
2688_ac,121.458439,31.283444,74.0,7.0
2689_ac,121.48742,31.283528,6.0,3.5
2690_ac,121.19609,31.283609,1.0,7.0
2691_ac,121.406285,31.283875,4.0,7.0
2692_ac,121.154938,31.284236,12.0,3.5
2695_ac,121.44593,31.284325,9.0,7.0
2698_ac,121.326659,31.284505,6.0,7.0
2699_ac,121.670617,31.28453,4.0,7.0
2700_ac,121.673431,31.284591,5.0,7.0
2701_ac,121.67345,31.284658,3.0,7.0
2702_ac,121.423583,31.284679,4.0,3.5
2703_ac,121.42361,31.284697,12.0,3.5
2706_ac,121.203795,31.28498,15.0,7.0
2708_ac,121.612563,31.285313,6.0,7.0
2709_ac,121.369957,31.28533,11.0,7.0
2710_ac,121.153624,31.285369,6.0,3.5
2711_ac,121.158516,31.285609,12.0,3.5
2712_ac,121.615394,31.285733,17.0,7.0
2713_ac,121.590432,31.285937,17.0,7.0
2714_ac,121.1585,31.286095,12.0,3.5
2715_ac,121.431774,31.286137,40.0,7.0
2716_ac,121.203705,31.286167,2.0,7.0
2720_ac,121.548565,31.286631,20.0,7.0
2721_ac,121.514622,31.286774,1.0,7.0
2725_ac,121.611331,31.287256,1.0,7.0
2726_ac,121.418837,31.287338,6.0,3.5
2727_ac,121.575379,31.287391,22.0,3.5
2728_ac,121.147979,31.287465,6.0,3.5
2731_ac,121.677373,31.287919,12.0,3.5
2732_ac,121.320976,31.288011,31.0,7.0
2733_ac,121.411898,31.28808,6.0,3.5
2734_ac,121.411077,31.288252,6.0,3.5
2735_ac,121.565106,31.288284,8.0,7.0
2736_ac,121.531647,31.288311,8.0,3.5
2737_ac,121.280966,31.288367,12.0,7.0
2738_ac,121.396229,31.288388,46.0,7.0
2739_ac,121.35618,31.288411,8.0,7.0
2740_ac,121.534044,31.288539,3.0,7.0
2741_ac,121.61005,31.28859,12.0,7.0
2742_ac,121.52174,31.28866,10.0,3.5
2743_ac,121.678259,31.288704,12.0,3.5
2745_ac,121.305291,31.289061,4.0,7.0
2747_ac,121.607245,31.289174,30.0,7.0
2749_ac,121.446714,31.289492,12.0,7.0
2750_ac,121.320029,31.289639,8.0,3.5
2751_ac,121.591096,31.289695,6.0,7.0
2752_ac,121.185243,31.289931,16.0,7.0
2753_ac,121.177942,31.289968,1.0,7.0
2758_ac,121.31763,31.29064,10.0,3.5
2759_ac,121.63819,31.2907,7.0,7.0
2760_ac,121.329316,31.290743,1.0,7.0
2765_ac,121.489383,31.291229,12.0,3.5
2767_ac,121.322221,31.29152,5.0,7.0
2768_ac,121.511561,31.291578,1.0,7.0
2769_ac,121.421681,31.291688,12.0,3.5
2770_ac,121.500915,31.291755,24.0,7.0
2771_ac,121.480879,31.291822,12.0,3.5
2772_ac,121.155218,31.292009,20.0,7.0
2773_ac,121.317937,31.29205,13.0,7.0
2774_ac,121.512376,31.292094,6.0,3.5
2776_ac,121.333375,31.292141,12.0,3.5
2779_ac,121.450775,31.292282,18.0,7.0
2780_ac,121.320443,31.292295,4.0,7.0
2781_ac,121.440278,31.29245,12.0,3.5
2782_ac,121.50862,31.292462,5.0,7.0
2783_ac,121.223132,31.292509,12.0,3.5
2784_ac,121.354384,31.292512,1.0,7.0
2785_ac,121.381809,31.292566,24.0,3.5
2787_ac,121.323865,31.292776,4.0,7.0
2790_ac,121.438763,31.293158,12.0,3.5
2791_ac,121.481033,31.293355,12.0,3.5
2792_ac,121.161006,31.293391,1.0,7.0
2793_ac,121.438913,31.293498,14.0,3.5
2795_ac,121.514085,31.293913,5.0,7.0
2796_ac,121.599422,31.293941,1.0,7.0
2797_ac,121.588876,31.293944,8.0,7.0
2798_ac,121.322327,31.294088,2.0,3.5
2801_ac,121.535208,31.294405,5.0,7.0
2804_ac,121.326606,31.294877,15.0,7.0
2805_ac,121.438011,31.294948,12.0,3.5
2806_ac,121.302485,31.295012,6.0,3.5
2807_ac,121.15727,31.295073,1.0,7.0
2809_ac,121.398312,31.295234,22.0,3.5
2810_ac,121.402316,31.295277,133.0,7.0
2811_ac,121.49026,31.295599,3.0,3.5
2813_ac,121.350784,31.295865,10.0,7.0
2814_ac,121.498218,31.295916,3.0,7.0
2816_ac,121.199263,31.295942,1.0,7.0
2817_ac,121.328317,31.296017,6.0,7.0
2818_ac,121.495666,31.296074,13.0,7.0
2821_ac,121.438056,31.296235,12.0,3.5
2822_ac,121.488623,31.296442,8.0,7.0
2823_ac,121.170026,31.296627,8.0,7.0
2824_ac,121.442006,31.296655,2.0,7.0
2825_ac,121.330092,31.297053,6.0,7.0
2827_ac,121.439265,31.297108,12.0,3.5
2829_ac,121.252523,31.297379,1.0,7.0
2830_ac,121.496111,31.29738,3.0,7.0
2831_ac,121.461546,31.297422,1.0,7.0
2832_ac,121.43777,31.297715,12.0,3.5
2833_ac,121.340006,31.297763,5.0,7.0
2834_ac,121.34004,31.297845,43.0,7.0
2835_ac,121.447834,31.297955,4.0,3.5
2836_ac,121.147908,31.298123,4.0,7.0
2837_ac,121.41041,31.298148,1.0,7.0
2838_ac,121.549103,31.298189,1.0,7.0
2839_ac,121.624983,31.298434,1.0,7.0
2840_ac,121.34632,31.29856,10.0,3.5
2842_ac,121.624711,31.29869,2.0,7.0
2843_ac,121.311267,31.298871,20.0,7.0
2844_ac,121.519405,31.299281,16.0,7.0
2846_ac,121.223871,31.299615,1.0,7.0
2847_ac,121.497238,31.29978,28.0,7.0
2851_ac,121.496379,31.300226,9.0,7.0
2852_ac,121.345171,31.300284,12.0,3.5
2853_ac,121.454457,31.300527,20.0,7.0
2854_ac,121.346485,31.300612,6.0,3.5
2856_ac,121.539327,31.300919,6.0,7.0
2858_ac,121.517307,31.301118,6.0,4.666666666666667
2859_ac,121.617751,31.301226,11.0,7.0
2860_ac,121.4948,31.301474,5.0,7.0
2863_ac,121.515357,31.302217,10.0,7.0
2867_ac,121.326081,31.302538,12.0,3.5
2868_ac,121.466167,31.302547,12.0,3.5
2869_ac,121.49518,31.302704,32.0,7.0
2870_ac,121.514837,31.302749,8.0,7.0
2871_ac,121.318141,31.302842,1.0,7.0
2872_ac,121.171232,31.302912,4.0,7.0
2874_ac,121.317954,31.302999,1.0,7.0
2876_ac,121.474983,31.303394,8.0,3.5
2877_ac,121.461753,31.303416,1.0,7.0
2878_ac,121.421046,31.303495,6.0,7.0
2879_ac,121.494804,31.303564,1.0,3.5
2881_ac,121.327443,31.303595,12.0,3.5
2883_ac,121.291124,31.303882,4.0,7.0
2884_ac,121.159517,31.304015,8.0,7.0
2885_ac,121.630799,31.304031,4.0,7.0
2889_ac,121.450535,31.304484,5.0,7.0
2891_ac,121.630871,31.304611,4.0,7.0
2893_ac,121.496314,31.305171,1.0,3.5
2894_ac,121.271347,31.305441,4.0,7.0
2895_ac,121.152912,31.305549,6.0,3.5
2896_ac,121.350905,31.30561,12.0,3.5
2897_ac,121.498194,31.305613,14.0,7.0
2898_ac,121.519794,31.305921,35.0,7.0
2900_ac,121.493124,31.305971,5.0,7.0
2901_ac,121.450905,31.306281,1.0,7.0
2904_ac,121.348451,31.306619,2.0,7.0
2905_ac,121.171291,31.307135,2.0,7.0
2908_ac,121.536616,31.308119,12.0,7.0
2909_ac,121.438661,31.308147,6.0,7.0
2910_ac,121.536504,31.308203,17.0,7.0
2911_ac,121.438961,31.308296,11.0,7.0
2912_ac,121.523669,31.308505,7.0,7.0
2913_ac,121.587197,31.308513,11.0,3.5
2915_ac,121.524815,31.30861,16.0,7.0
2916_ac,121.51262,31.308671,10.0,3.5
2917_ac,121.547116,31.308732,12.0,7.0
2918_ac,121.50585,31.30899,13.0,7.0
2920_ac,121.207178,31.309694,5.0,7.0
2921_ac,121.470816,31.309777,24.0,3.5
2924_ac,121.396192,31.310619,1.0,7.0
2925_ac,121.39722,31.31104,2.0,7.0
2929_ac,121.504774,31.311247,14.0,7.0
2930_ac,121.504774,31.311247,6.0,7.0
2931_ac,121.504774,31.311247,6.0,7.0
2933_ac,121.317707,31.312338,10.0,3.5
2934_ac,121.50935,31.31268,22.0,7.0
2935_ac,121.356974,31.312805,60.0,7.0
2936_ac,121.444439,31.313048,3.0,7.0
2937_ac,121.480066,31.313064,12.0,3.5
2938_ac,121.350229,31.313137,12.0,3.5
2939_ac,121.379771,31.313151,70.0,7.0
2940_ac,121.177845,31.313171,2.0,7.0
2941_ac,121.350914,31.313474,20.0,3.5
2944_ac,121.476425,31.313784,12.0,7.0
2945_ac,121.346413,31.31382,12.0,3.5
2947_ac,121.164192,31.314055,36.0,7.0
2948_ac,121.514684,31.31423,1.0,14.0
2949_ac,121.514587,31.314256,1.0,7.0
2952_ac,121.465149,31.315053,3.0,7.0
2953_ac,121.521709,31.315331,4.0,5.25
2954_ac,121.349945,31.315476,14.0,3.5
2955_ac,121.588109,31.315543,10.0,7.0
2957_ac,121.364425,31.315785,8.0,7.0
2958_ac,121.343652,31.316236,12.0,3.5
2959_ac,121.448661,31.316327,12.0,3.5
2960_ac,121.51314,31.316469,24.0,7.0
2962_ac,121.470474,31.316671,26.0,7.0
2963_ac,121.615941,31.316698,14.0,7.0
2966_ac,121.507482,31.317052,41.0,7.0
2968_ac,121.509373,31.317299,6.0,7.0
2969_ac,121.623416,31.317327,12.0,7.0
2971_ac,121.319661,31.318185,3.0,7.0
2973_ac,121.5956248,31.31851268,28.0,7.0
2974_ac,121.399739,31.318608,3.0,7.0
2977_ac,121.465513,31.319113,3.0,7.0
2980_ac,121.627916,31.319714,7.0,7.0
2981_ac,121.473052,31.319872,20.0,3.5
2982_ac,121.525919,31.319945,2.0,7.0
2983_ac,121.473735,31.32001,12.0,3.5
2985_ac,121.529663,31.320132,15.0,7.0
2986_ac,121.471501,31.320428,8.0,6.125
2989_ac,121.491572,31.320649,5.0,7.0
2991_ac,121.511466,31.320961,23.0,7.0
2992_ac,121.525296,31.321651,30.0,7.0
2993_ac,121.48645,31.322071,12.0,3.5
2994_ac,121.641706,31.322254,5.0,7.0
2995_ac,121.455773,31.322566,1.0,7.0
2996_ac,121.511466,31.32277,5.0,7.0
2997_ac,121.511691,31.322852,2.0,7.0
3000_ac,121.302556,31.323076,6.0,7.0
3002_ac,121.362516,31.323347,6.0,3.5
3003_ac,121.488009,31.323557,12.0,3.5
3004_ac,121.254521,31.323629,6.0,3.5
3005_ac,121.402565,31.323899,12.0,7.0
3007_ac,121.25674,31.324101,6.0,3.5
3008_ac,121.407575,31.324256,6.0,7.0
3009_ac,121.453203,31.324469,16.0,7.0
3011_ac,121.491425,31.324504,122.0,7.0
3012_ac,121.539318,31.324999,12.0,3.5
3013_ac,121.435068,31.325479,6.0,3.5
3014_ac,121.663708,31.325556,2.0,7.0
3017_ac,121.512042,31.325832,2.0,7.0
3018_ac,121.608547,31.326294,7.0,7.0
3019_ac,121.489088,31.326447,14.0,7.0
3020_ac,121.257557,31.326469,12.0,3.5
3021_ac,121.549706,31.326733,124.0,7.0
3025_ac,121.480229,31.328384,6.0,7.0
3026_ac,121.534762,31.328428,12.0,3.5
3027_ac,121.473291,31.328971,21.0,7.0
3028_ac,121.445837,31.329199,1.0,7.0
3029_ac,121.430214,31.329819,3.0,3.5
3031_ac,121.491733,31.330098,6.0,3.5
3032_ac,121.493513,31.330227,7.0,7.0
3033_ac,121.239031,31.33029,7.0,7.0
3035_ac,121.290325,31.330826,7.0,7.0
3036_ac,121.44126,31.330841,1.0,7.0
3038_ac,121.248269,31.331274,6.0,3.5
3039_ac,121.473099,31.331766,3.0,7.0
3041_ac,121.219673,31.332322,3.0,7.0
3042_ac,121.556012,31.332992,2.0,7.0
3043_ac,121.264509,31.333291,7.0,6.0
3045_ac,121.277113,31.333602,2.0,7.0
3046_ac,121.573302,31.333792,6.0,3.5
3048_ac,121.598156,31.334597,8.0,3.5
3049_ac,121.439188,31.335004,10.0,7.0
3051_ac,121.290933,31.335486,6.0,7.0
3052_ac,121.528949,31.335717,5.0,7.0
3053_ac,121.516334,31.336013,5.0,7.0
3056_ac,121.269546,31.3361,1.0,7.0
3057_ac,121.270051,31.336168,1.0,7.0
3058_ac,121.286343,31.336441,30.0,7.0
3059_ac,121.276718,31.336597,1.0,7.0
3060_ac,121.617231,31.336712,15.0,7.0
3061_ac,121.465798,31.336725,6.0,3.5
3063_ac,121.586633,31.337074,10.0,3.5
3064_ac,121.594786,31.337215,3.0,3.5
3065_ac,121.606571,31.337299,12.0,3.5
3066_ac,121.559729,31.337304,4.0,7.0
3067_ac,121.258045,31.337627,15.0,7.0
3068_ac,121.493879,31.338019,5.0,5.6
3069_ac,121.537611,31.338071,5.0,7.0
3070_ac,121.435848,31.338319,18.0,3.5
3072_ac,121.245647,31.339149,2.0,3.5
3073_ac,121.400565,31.339212,1.0,7.0
3074_ac,121.247143,31.339768,2.0,3.5
3075_ac,121.285629,31.340105,1.0,7.0
3076_ac,121.407664,31.340357,20.0,7.0
3077_ac,121.891715,31.34037,6.0,7.0
3078_ac,121.286722,31.340464,1.0,7.0
3079_ac,121.463159,31.340524,10.0,7.0
3080_ac,121.611882,31.340702,6.0,7.0
3083_ac,121.443001,31.342724,2.0,3.5
3085_ac,121.486835,31.342956,5.0,7.0
3086_ac,121.368797,31.343061,1.0,7.0
3087_ac,121.456827,31.343181,12.0,7.0
3088_ac,121.355371,31.343437,12.0,3.5
3089_ac,121.421809,31.343535,1.0,7.0
3090_ac,121.255898,31.343784,20.0,3.5
3091_ac,121.433528,31.344245,12.0,3.5
3092_ac,121.368201,31.344353,6.0,7.0
3095_ac,121.352397,31.344773,3.0,3.5
3097_ac,121.427691,31.34517,12.0,3.5
3098_ac,121.427691,31.34517,12.0,3.5
3099_ac,121.35516,31.34546,3.0,3.5
3100_ac,121.439158,31.345477,4.0,7.0
3101_ac,121.261159,31.345497,10.0,7.0
3102_ac,121.468356,31.34598,2.0,7.0
3106_ac,121.242515,31.346445,10.0,3.5
3107_ac,121.247992,31.346734,4.0,3.5
3108_ac,121.255571,31.346996,6.0,5.25
3109_ac,121.193578,31.34754,27.0,7.0
3110_ac,121.399386,31.347745,12.0,3.5
3111_ac,121.495634,31.347782,9.0,7.0
3113_ac,121.400268,31.348183,12.0,3.5
3114_ac,121.247172,31.348291,6.0,3.5
3115_ac,121.501126,31.34845,12.0,3.5
3116_ac,121.587824,31.34859,6.0,3.5
3117_ac,121.188712,31.348622,10.0,7.0
3119_ac,121.295059,31.348787,2.0,7.0
3120_ac,121.587681,31.34898,12.0,3.5
3121_ac,121.380636,31.349279,3.0,3.5
3123_ac,121.285286,31.349415,3.0,7.0
3124_ac,121.587819,31.349845,3.0,3.5
3125_ac,121.441681,31.349896,3.0,7.0
3126_ac,121.250676,31.349912,6.0,7.0
3127_ac,121.275589,31.349916,2.0,7.0
3128_ac,121.25643,31.34998,52.0,7.0
3129_ac,121.491984,31.350033,8.0,7.0
3130_ac,121.255955,31.350086,20.0,7.0
3131_ac,121.445571,31.350206,4.0,7.0
3132_ac,121.391764,31.350208,15.0,7.0
3133_ac,121.259597,31.350277,6.0,7.0
3134_ac,121.260038,31.350477,12.0,3.5
3135_ac,121.455525,31.350655,3.0,7.0
3136_ac,121.601462,31.350905,11.0,7.0
3138_ac,121.381761,31.351326,12.0,3.5
3139_ac,121.341874,31.351742,12.0,3.5
3140_ac,121.25947,31.3518,12.0,7.0
3141_ac,121.58074,31.351912,3.0,7.0
3142_ac,121.341496,31.351919,12.0,3.5
3143_ac,121.469347,31.352225,7.0,7.0
3144_ac,121.262933,31.35224,4.0,7.0
3145_ac,121.412107,31.352443,24.0,3.5
3146_ac,121.197278,31.35247,35.0,7.0
3147_ac,121.410539,31.352778,12.0,3.5
3149_ac,121.392668,31.353437,2.0,3.5
3151_ac,121.251887,31.353589,1.0,7.0
3156_ac,121.59578,31.354539,20.0,7.0
3157_ac,121.223953,31.354646,2.0,7.0
3158_ac,121.176126,31.354711,12.0,3.5
3159_ac,121.413392,31.354742,6.0,3.5
3160_ac,121.376774,31.355184,12.0,7.0
3161_ac,121.265441,31.355348,2.0,7.0
3162_ac,121.391405,31.35547,2.0,3.5
3163_ac,121.38118,31.355582,12.0,7.0
3164_ac,121.314086,31.355591,4.0,7.0
3169_ac,121.418423,31.356392,3.0,7.0
3171_ac,121.383701,31.356661,12.0,7.0
3172_ac,121.595723,31.356785,16.0,7.0
3173_ac,121.3630956,31.3568026,3.0,0.0
3176_ac,121.407805,31.357315,15.0,7.0
3177_ac,121.59521,31.357317,8.0,7.0
3178_ac,121.77105,31.357431,13.0,7.0
3179_ac,121.379295,31.357538,12.0,7.0
